 % the field is ppp
% Dinn5 settings , t1, t2, t3, t4, tm, tp, eps, step, IntLimit
%   0.250000E+001  0.250000E+001  0.250000E+001  0.280000E+002  0.200000E-001  0.000000E+000  0.100000E-005  0.100000E-001  0.100000E+006
%psi, R, x, z, re(u), im(u), abs(u), re(w), im(w), abs(w), fieldCode, cp(1), cp(2), cs(1), cs(2), rho(1), rho(2), h, w
  0.211000E+003  0.300000E+002 -0.257150E+002 -0.164511E+002  0.230869E-004 -0.149233E-004  0.274902E-004  0.400819E-004 -0.259087E-004  0.477265E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.211500E+003  0.300000E+002 -0.255792E+002 -0.166750E+002  0.220811E-004  0.181412E-004  0.285776E-004  0.383385E-004  0.314979E-004  0.496181E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.212000E+003  0.300000E+002 -0.254414E+002 -0.168976E+002 -0.104337E-004  0.278405E-004  0.297314E-004 -0.181171E-004  0.483422E-004  0.516256E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.212500E+003  0.300000E+002 -0.253017E+002 -0.171190E+002 -0.309562E-004 -0.287818E-006  0.309575E-004 -0.537568E-004 -0.499809E-006  0.537591E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.213000E+003  0.300000E+002 -0.251601E+002 -0.173392E+002 -0.113685E-004 -0.301903E-004  0.322598E-004 -0.197436E-004 -0.524314E-004  0.560256E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.213500E+003  0.300000E+002 -0.250166E+002 -0.175581E+002  0.246232E-004 -0.229309E-004  0.336471E-004  0.427670E-004 -0.398277E-004  0.584403E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.214000E+003  0.300000E+002 -0.248711E+002 -0.177758E+002  0.321998E-004  0.140312E-004  0.351241E-004  0.559320E-004  0.243727E-004  0.610116E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.214500E+003  0.300000E+002 -0.247238E+002 -0.179922E+002  0.715519E-006  0.366936E-004  0.367006E-004  0.124301E-005  0.637447E-004  0.637568E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.215000E+003  0.300000E+002 -0.245746E+002 -0.182073E+002 -0.342136E-004  0.173982E-004  0.383832E-004 -0.594430E-004  0.302278E-004  0.666873E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.215500E+003  0.300000E+002 -0.244235E+002 -0.184211E+002 -0.324963E-004 -0.236360E-004  0.401829E-004 -0.564659E-004 -0.410702E-004  0.698223E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.216000E+003  0.300000E+002 -0.242705E+002 -0.186336E+002  0.573754E-005 -0.417173E-004  0.421100E-004  0.997088E-005 -0.724975E-004  0.731799E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.216500E+003  0.300000E+002 -0.241157E+002 -0.188447E+002  0.410858E-004 -0.162301E-004  0.441753E-004  0.714096E-004 -0.282089E-004  0.767794E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.217000E+003  0.300000E+002 -0.239591E+002 -0.190545E+002  0.366236E-004  0.284764E-004  0.463917E-004  0.636631E-004  0.495007E-004  0.806431E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.217500E+003  0.300000E+002 -0.238006E+002 -0.192628E+002 -0.517723E-005  0.484990E-004  0.487745E-004 -0.900097E-005  0.843189E-004  0.847979E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.218000E+003  0.300000E+002 -0.236403E+002 -0.194698E+002 -0.457934E-004  0.232115E-004  0.513401E-004 -0.796278E-004  0.403614E-004  0.892728E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
  0.218500E+003  0.300000E+002 -0.234782E+002 -0.196754E+002 -0.473469E-004 -0.261858E-004  0.541057E-004 -0.823435E-004 -0.455410E-004  0.940980E-004  0.110000E+002  0.200000E+001  0.100000E+001  0.500000E+000  0.300000E+000  0.200000E+001  0.100000E+001  0.100000E+001  0.100000E+002
