 % the field is uss
 %psi, R, x, z, re(u), im(u), abs(u), re(w), im(w), abs(w)
  0.333708E+001  0.343583E+002  0.343000E+002  0.000000E+000  0.305148E-004  0.267725E-004  0.405946E-004 -0.153744E-004 -0.113199E-002  0.113209E-002
  0.332740E+001  0.344581E+002  0.344000E+002  0.000000E+000  0.113825E-004 -0.356549E-004  0.374277E-004  0.255966E-004  0.113771E-002  0.113800E-002
  0.331778E+001  0.345579E+002  0.345000E+002  0.000000E+000 -0.152433E-004  0.847149E-004  0.860754E-004 -0.678683E-004 -0.116971E-002  0.117168E-002
  0.330821E+001  0.346578E+002  0.346000E+002  0.000000E+000 -0.344094E-004 -0.105794E-003  0.111249E-003  0.149620E-003  0.117774E-002  0.118721E-002
  0.329870E+001  0.347576E+002  0.347000E+002  0.000000E+000  0.723672E-004  0.683975E-004  0.995753E-004 -0.223343E-003 -0.113869E-002  0.116038E-002
  0.328924E+001  0.348574E+002  0.348000E+002  0.000000E+000 -0.561417E-004 -0.233547E-004  0.608057E-004  0.253152E-003  0.108887E-002  0.111791E-002
  0.327984E+001  0.349573E+002  0.349000E+002  0.000000E+000  0.140343E-004  0.201833E-004  0.245831E-004 -0.258246E-003 -0.107154E-002  0.110222E-002
  0.327049E+001  0.350571E+002  0.350000E+002  0.000000E+000  0.353711E-005 -0.561969E-004  0.563081E-004  0.282461E-003  0.108680E-002  0.112291E-002
  0.326119E+001  0.351569E+002  0.351000E+002  0.000000E+000  0.237693E-004  0.864522E-004  0.896603E-004 -0.343416E-003 -0.109692E-002  0.114942E-002
  0.325195E+001  0.352568E+002  0.352000E+002  0.000000E+000 -0.621517E-004 -0.751641E-004  0.975319E-004  0.415118E-003  0.107204E-002  0.114960E-002
  0.324275E+001  0.353566E+002  0.353000E+002  0.000000E+000  0.712034E-004  0.409296E-004  0.821289E-004 -0.463211E-003 -0.102270E-002  0.112271E-002
  0.323361E+001  0.354565E+002  0.354000E+002  0.000000E+000 -0.526067E-004 -0.171541E-004  0.553329E-004  0.481922E-003  0.979042E-003  0.109122E-002
  0.322452E+001  0.355563E+002  0.355000E+002  0.000000E+000  0.228984E-004  0.179763E-004  0.291116E-004 -0.489412E-003 -0.960882E-003  0.107834E-002
  0.321548E+001  0.356561E+002  0.356000E+002  0.000000E+000 -0.813531E-005 -0.497464E-004  0.504072E-004  0.514696E-003  0.967045E-003  0.109549E-002
  0.320650E+001  0.357560E+002  0.357000E+002  0.000000E+000  0.385792E-004  0.806970E-004  0.894447E-004 -0.575085E-003 -0.965771E-003  0.112403E-002
  0.319756E+001  0.358558E+002  0.358000E+002  0.000000E+000 -0.842850E-004 -0.606190E-004  0.103820E-003  0.643052E-003  0.923322E-003  0.112518E-002
  0.318867E+001  0.359557E+002  0.359000E+002  0.000000E+000  0.829758E-004  0.101148E-004  0.835900E-004 -0.673674E-003 -0.856634E-003  0.108980E-002
  0.317983E+001  0.360555E+002  0.360000E+002  0.000000E+000 -0.399016E-004  0.641666E-005  0.404142E-004  0.668944E-003  0.814361E-003  0.105388E-002
  0.317104E+001  0.361554E+002  0.361000E+002  0.000000E+000  0.117641E-004  0.242770E-004  0.269771E-004 -0.673274E-003 -0.810745E-003  0.105385E-002
  0.316230E+001  0.362552E+002  0.362000E+002  0.000000E+000 -0.297473E-004 -0.608522E-004  0.677340E-004  0.715156E-003  0.812332E-003  0.108228E-002
  0.315360E+001  0.363551E+002  0.363000E+002  0.000000E+000  0.719500E-004  0.586128E-004  0.928023E-004 -0.776403E-003 -0.781134E-003  0.110135E-002
  0.314496E+001  0.364549E+002  0.364000E+002  0.000000E+000 -0.877477E-004 -0.200647E-004  0.900125E-004  0.816270E-003  0.718755E-003  0.108761E-002
  0.313636E+001  0.365548E+002  0.365000E+002  0.000000E+000  0.641027E-004 -0.756764E-005  0.645479E-004 -0.821679E-003 -0.661076E-003  0.105460E-002
  0.312781E+001  0.366546E+002  0.366000E+002  0.000000E+000 -0.356846E-004  0.230676E-005  0.357590E-004  0.816769E-003  0.631048E-003  0.103215E-002
  0.311930E+001  0.367545E+002  0.367000E+002  0.000000E+000  0.255620E-004  0.207021E-004  0.328936E-004 -0.827763E-003 -0.620810E-003  0.103470E-002
  0.311084E+001  0.368543E+002  0.368000E+002  0.000000E+000 -0.412735E-004 -0.447818E-004  0.609008E-004  0.864384E-003  0.607748E-003  0.105665E-002
  0.310243E+001  0.369542E+002  0.369000E+002  0.000000E+000  0.782923E-004  0.411945E-004  0.884685E-004 -0.913530E-003 -0.566598E-003  0.107497E-002
  0.309406E+001  0.370540E+002  0.370000E+002  0.000000E+000 -0.926426E-004  0.841260E-006  0.926464E-004  0.939486E-003  0.496889E-003  0.106279E-002
  0.308573E+001  0.371539E+002  0.371000E+002  0.000000E+000  0.579941E-004 -0.313787E-004  0.659389E-004 -0.926729E-003 -0.437478E-003  0.102480E-002
  0.307746E+001  0.372537E+002  0.372000E+002  0.000000E+000 -0.196578E-004  0.110076E-004  0.225300E-004  0.909252E-003  0.417455E-003  0.100050E-002
  0.306922E+001  0.373536E+002  0.373000E+002  0.000000E+000  0.255836E-004  0.292092E-004  0.388291E-004 -0.925667E-003 -0.414533E-003  0.101425E-002
  0.306103E+001  0.374534E+002  0.374000E+002  0.000000E+000 -0.654252E-004 -0.384907E-004  0.759078E-004  0.969681E-003  0.386185E-003  0.104375E-002
  0.305288E+001  0.375533E+002  0.375000E+002  0.000000E+000  0.914738E-004  0.459683E-005  0.915893E-004 -0.100098E-002 -0.321674E-003  0.105140E-002
  0.304478E+001  0.376532E+002  0.376000E+002  0.000000E+000 -0.720656E-004  0.330435E-004  0.792800E-004  0.994249E-003  0.253353E-003  0.102602E-002
  0.303672E+001  0.377530E+002  0.377000E+002  0.000000E+000  0.345701E-004 -0.308494E-004  0.463334E-004 -0.969552E-003 -0.215541E-003  0.993221E-003
  0.302870E+001  0.378529E+002  0.378000E+002  0.000000E+000 -0.243059E-004  0.230187E-005  0.244146E-004  0.962632E-003  0.202388E-003  0.983677E-003
  0.302072E+001  0.379527E+002  0.379000E+002  0.000000E+000  0.413046E-004  0.161138E-004  0.443365E-004 -0.981103E-003 -0.184505E-003  0.998301E-003
  0.301279E+001  0.380526E+002  0.380000E+002  0.000000E+000 -0.665364E-004 -0.133920E-004  0.678708E-004  0.100826E-002  0.143939E-003  0.101848E-002
  0.300489E+001  0.381525E+002  0.381000E+002  0.000000E+000  0.823883E-004 -0.137156E-004  0.835222E-004 -0.102071E-002 -0.809076E-004  0.102391E-002
  0.299704E+001  0.382523E+002  0.382000E+002  0.000000E+000 -0.632784E-004  0.465800E-004  0.785738E-004  0.100164E-002  0.182644E-004  0.100180E-002
  0.298923E+001  0.383522E+002  0.383000E+002  0.000000E+000  0.228825E-004 -0.418920E-004  0.477341E-004 -0.967354E-003  0.130612E-004  0.967442E-003
  0.298146E+001  0.384520E+002  0.384000E+002  0.000000E+000 -0.141036E-004  0.304220E-005  0.144280E-004  0.957099E-003 -0.181304E-004  0.957270E-003
  0.297373E+001  0.385519E+002  0.385000E+002  0.000000E+000  0.475182E-004  0.172467E-004  0.505513E-004 -0.979560E-003  0.372636E-004  0.980269E-003
  0.296604E+001  0.386518E+002  0.386000E+002  0.000000E+000 -0.798301E-004  0.678731E-005  0.801181E-004  0.100044E-002 -0.928261E-004  0.100473E-002
  0.295839E+001  0.387516E+002  0.387000E+002  0.000000E+000  0.717682E-004 -0.480558E-004  0.863715E-004 -0.986292E-003  0.162244E-003  0.999548E-003
  0.295078E+001  0.388515E+002  0.388000E+002  0.000000E+000 -0.311980E-004  0.582699E-004  0.660961E-004  0.944690E-003 -0.205893E-003  0.966867E-003
  0.294321E+001  0.389514E+002  0.389000E+002  0.000000E+000  0.878583E-005 -0.272529E-004  0.286341E-004 -0.915106E-003  0.216210E-003  0.940301E-003
  0.293567E+001  0.390512E+002  0.390000E+002  0.000000E+000 -0.278637E-004  0.457223E-006  0.278674E-004  0.917184E-003 -0.226103E-003  0.944642E-003
  0.292818E+001  0.391511E+002  0.391000E+002  0.000000E+000  0.552182E-004 -0.702868E-005  0.556637E-004 -0.929732E-003  0.261952E-003  0.965929E-003
  0.292072E+001  0.392510E+002  0.392000E+002  0.000000E+000 -0.640111E-004  0.309397E-004  0.710964E-004  0.926047E-003 -0.317283E-003  0.978893E-003
  0.291330E+001  0.393509E+002  0.393000E+002  0.000000E+000  0.513928E-004 -0.548726E-004  0.751812E-004 -0.897588E-003  0.371394E-003  0.971390E-003
  0.290592E+001  0.394507E+002  0.394000E+002  0.000000E+000 -0.202088E-004  0.592221E-004  0.625752E-004  0.853937E-003 -0.403414E-003  0.944431E-003
  0.289858E+001  0.395506E+002  0.395000E+002  0.000000E+000  0.113411E-005 -0.304585E-004  0.304796E-004 -0.823012E-003  0.408956E-003  0.919017E-003
  0.289127E+001  0.396505E+002  0.396000E+002  0.000000E+000 -0.228117E-004  0.215328E-005  0.229131E-004  0.823163E-003 -0.416273E-003  0.922432E-003
  0.288400E+001  0.397503E+002  0.397000E+002  0.000000E+000  0.577380E-004 -0.141486E-004  0.594463E-004 -0.832485E-003  0.455069E-003  0.948746E-003
  0.287677E+001  0.398502E+002  0.398000E+002  0.000000E+000 -0.604753E-004  0.528212E-004  0.802953E-004  0.814433E-003 -0.515186E-003  0.963700E-003
  0.286957E+001  0.399501E+002  0.399000E+002  0.000000E+000  0.258636E-004 -0.732838E-004  0.777138E-004 -0.764298E-003  0.558865E-003  0.946827E-003
